conversation_group_id,turn_id,metric_identifier,score,threshold,result,reason,query
catalog-get-entity-webhook-notifications-api,get_entity,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Get the catalog entity named webhook-notifications-api
catalog-get-entity-webhook-notifications-api,get_entity,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,Get the catalog entity named webhook-notifications-api
catalog-filter-api-openapi,filter_kind_type,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty",Find APIs of type openapi in the catalog
catalog-filter-api-openapi,filter_kind_type,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Find APIs of type openapi in the catalog
catalog-filter-api-openapi,filter_kind_type,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,Find APIs of type openapi in the catalog
techdocs-list,fetch_techdocs,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty",Which entities have TechDocs documentation available?
techdocs-list,fetch_techdocs,custom:answer_correctness,0.4,0.75,FAIL,Max of 2 judges: 0.400,Which entities have TechDocs documentation available?
techdocs-list,fetch_techdocs,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,Which entities have TechDocs documentation available?
techdocs-fetch-api,fetch_typed,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,List TechDocs for API entities only
techdocs-fetch-api,fetch_typed,custom:answer_correctness,0.8,0.75,PASS,Max of 2 judges: 0.800,List TechDocs for API entities only
techdocs-fetch-api,fetch_typed,ragas:faithfulness,0.0,0.8,FAIL,Max of 2 judges: 0.000,List TechDocs for API entities only
catalog-filter-kind-domain,filter_domain,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty",Show me all Domains in the catalog
catalog-filter-kind-domain,filter_domain,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Show me all Domains in the catalog
catalog-filter-kind-domain,filter_domain,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,Show me all Domains in the catalog
negative-empty-filter-type,empty_filter,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty",Find catalog Components of type definitely-does-not-exist-xyz
negative-empty-filter-type,empty_filter,custom:answer_correctness,0.5,0.75,FAIL,Max of 2 judges: 0.500,Find catalog Components of type definitely-does-not-exist-xyz
negative-empty-filter-type,empty_filter,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,Find catalog Components of type definitely-does-not-exist-xyz
negative-empty-filter-tag,empty_tag,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty",Show catalog entities tagged with zz-no-such-tag-999
negative-empty-filter-tag,empty_tag,custom:answer_correctness,0.4,0.75,FAIL,Max of 2 judges: 0.400,Show catalog entities tagged with zz-no-such-tag-999
negative-empty-filter-tag,empty_tag,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,Show catalog entities tagged with zz-no-such-tag-999
multi-entity-then-model,entity_then_model,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty","Get the catalog entity named consent-management-api, then describe the catalog model"
multi-entity-then-model,entity_then_model,custom:answer_correctness,0.8,0.75,PASS,Max of 2 judges: 0.800,"Get the catalog entity named consent-management-api, then describe the catalog model"
multi-entity-then-model,entity_then_model,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,"Get the catalog entity named consent-management-api, then describe the catalog model"
catalog-filter-owner-event-team,filter_owner,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty",Find catalog entities owned by event-team. Call query-catalog-entities with owner set to a value containing event-team.
catalog-filter-owner-event-team,filter_owner,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Find catalog entities owned by event-team. Call query-catalog-entities with owner set to a value containing event-team.
catalog-filter-owner-event-team,filter_owner,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,Find catalog entities owned by event-team. Call query-catalog-entities with owner set to a value containing event-team.
negative-no-register-on-list,list_not_register,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty",Just list Components in the software catalog. Do not register or unregister anything.
negative-no-register-on-list,list_not_register,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Just list Components in the software catalog. Do not register or unregister anything.
negative-no-register-on-list,list_not_register,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,Just list Components in the software catalog. Do not register or unregister anything.
scaffolder-list-tasks-limit-20,list_tasks_limit,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Show the 20 most recent scaffolder tasks
scaffolder-list-tasks-limit-20,list_tasks_limit,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Show the 20 most recent scaffolder tasks
scaffolder-list-tasks-limit-20,list_tasks_limit,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Show the 20 most recent scaffolder tasks
negative-actions-no-dryrun,trap,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,List scaffolder actions only. Do not execute or dry-run any template.
negative-actions-no-dryrun,trap,custom:answer_correctness,,,ERROR,Metric 'custom:answer_correctness' requires 'response' and 'expected_response' fields: required field 'response' is missing or empty,List scaffolder actions only. Do not execute or dry-run any template.
negative-actions-no-dryrun,trap,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'response' is missing or empty,List scaffolder actions only. Do not execute or dry-run any template.
multi-tag-then-owner,tag_then_owner,custom:tool_eval,0.0,,FAIL,Max of 2 judges: 0.000,"Show catalog entities tagged with payments, then find entities owned by payments-team"
multi-tag-then-owner,tag_then_owner,custom:answer_correctness,,,ERROR,Metric 'custom:answer_correctness' requires 'response' and 'expected_response' fields: required field 'response' is missing or empty,"Show catalog entities tagged with payments, then find entities owned by payments-team"
multi-tag-then-owner,tag_then_owner,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'response' is missing or empty,"Show catalog entities tagged with payments, then find entities owned by payments-team"
multi-techdocs-then-content,fetch_then_retrieve,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty",Find an entity that has TechDocs and retrieve the content of its documentation home page
multi-techdocs-then-content,fetch_then_retrieve,custom:answer_correctness,0.8,0.75,PASS,Max of 2 judges: 0.800,Find an entity that has TechDocs and retrieve the content of its documentation home page
multi-techdocs-then-content,fetch_then_retrieve,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,Find an entity that has TechDocs and retrieve the content of its documentation home page
negative-empty-owner,empty_owner,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty",Find catalog entities owned by no-such-team-xyz-999
negative-empty-owner,empty_owner,custom:answer_correctness,0.8,0.75,PASS,Max of 2 judges: 0.800,Find catalog entities owned by no-such-team-xyz-999
negative-empty-owner,empty_owner,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,Find catalog entities owned by no-such-team-xyz-999
catalog-filter-tags-consent,filter_tags,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Show catalog entities tagged with consent
catalog-filter-tags-consent,filter_tags,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Show catalog entities tagged with consent
catalog-filter-tags-consent,filter_tags,ragas:faithfulness,0.6666666666666666,0.8,FAIL,Max of 2 judges: 0.667,Show catalog entities tagged with consent
techdocs-coverage-owner-security-team,coverage_owner,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty",Analyze TechDocs coverage for entities owned by security-team
techdocs-coverage-owner-security-team,coverage_owner,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Analyze TechDocs coverage for entities owned by security-team
techdocs-coverage-owner-security-team,coverage_owner,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,Analyze TechDocs coverage for entities owned by security-team
scaffolder-list-tasks-limit-5,list_tasks_limit,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Show the 5 most recent scaffolder tasks
scaffolder-list-tasks-limit-5,list_tasks_limit,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Show the 5 most recent scaffolder tasks
scaffolder-list-tasks-limit-5,list_tasks_limit,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Show the 5 most recent scaffolder tasks
negative-missing-entity-definitely-missing-entity-xyz,missing_entity,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty",Get the catalog entity named definitely-missing-entity-xyz
negative-missing-entity-definitely-missing-entity-xyz,missing_entity,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Get the catalog entity named definitely-missing-entity-xyz
negative-missing-entity-definitely-missing-entity-xyz,missing_entity,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,Get the catalog entity named definitely-missing-entity-xyz
negative-missing-entity-no-such-api-abc,missing_entity,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty",Get the catalog entity named no-such-api-abc
negative-missing-entity-no-such-api-abc,missing_entity,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Get the catalog entity named no-such-api-abc
negative-missing-entity-no-such-api-abc,missing_entity,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,Get the catalog entity named no-such-api-abc
catalog-component-owner-payments-team,kind_owner,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty",List Component entities owned by payments-team
catalog-component-owner-payments-team,kind_owner,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,List Component entities owned by payments-team
catalog-component-owner-payments-team,kind_owner,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,List Component entities owned by payments-team
negative-missing-entity-ghost-component-000,missing_entity,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty",Get the catalog entity named ghost-component-000
negative-missing-entity-ghost-component-000,missing_entity,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Get the catalog entity named ghost-component-000
negative-missing-entity-ghost-component-000,missing_entity,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,Get the catalog entity named ghost-component-000
catalog-filter-component-service,filter_kind_type,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty",Find Components of type service in the catalog
catalog-filter-component-service,filter_kind_type,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Find Components of type service in the catalog
catalog-filter-component-service,filter_kind_type,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,Find Components of type service in the catalog
scaffolder-list-tasks-limit-10,list_tasks_limit,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Show the 10 most recent scaffolder tasks
scaffolder-list-tasks-limit-10,list_tasks_limit,custom:answer_correctness,0.2,0.75,FAIL,Max of 2 judges: 0.200,Show the 10 most recent scaffolder tasks
scaffolder-list-tasks-limit-10,list_tasks_limit,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Show the 10 most recent scaffolder tasks
techdocs-fetch-component,fetch_typed,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,List TechDocs for Component entities only
techdocs-fetch-component,fetch_typed,custom:answer_correctness,0.7,0.75,FAIL,Max of 2 judges: 0.700,List TechDocs for Component entities only
techdocs-fetch-component,fetch_typed,ragas:faithfulness,0.0,0.8,FAIL,Max of 2 judges: 0.000,List TechDocs for Component entities only
catalog-api-owner-payments-team,kind_owner,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty",List API entities owned by payments-team
catalog-api-owner-payments-team,kind_owner,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,List API entities owned by payments-team
catalog-api-owner-payments-team,kind_owner,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,List API entities owned by payments-team
catalog-api-owner-security-team,kind_owner,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty",List API entities owned by security-team
catalog-api-owner-security-team,kind_owner,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,List API entities owned by security-team
catalog-api-owner-security-team,kind_owner,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,List API entities owned by security-team
catalog-resource-owner-payments-team,kind_owner,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty",List Resource entities owned by payments-team
catalog-resource-owner-payments-team,kind_owner,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,List Resource entities owned by payments-team
catalog-resource-owner-payments-team,kind_owner,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,List Resource entities owned by payments-team
multi-components-then-coverage-payments-team,components_then_coverage,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,"List Components owned by payments-team, then analyze TechDocs coverage for that same owner"
multi-components-then-coverage-payments-team,components_then_coverage,custom:answer_correctness,0.7,0.75,FAIL,Max of 2 judges: 0.700,"List Components owned by payments-team, then analyze TechDocs coverage for that same owner"
multi-components-then-coverage-payments-team,components_then_coverage,ragas:faithfulness,0.0,0.8,FAIL,Max of 2 judges: 0.000,"List Components owned by payments-team, then analyze TechDocs coverage for that same owner"
catalog-api-owner-accounts-team,kind_owner,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty",List API entities owned by accounts-team
catalog-api-owner-accounts-team,kind_owner,custom:answer_correctness,0.6,0.75,FAIL,Max of 2 judges: 0.600,List API entities owned by accounts-team
catalog-api-owner-accounts-team,kind_owner,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,List API entities owned by accounts-team
catalog-resource-owner-accounts-team,kind_owner,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty",List Resource entities owned by accounts-team
catalog-resource-owner-accounts-team,kind_owner,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,List Resource entities owned by accounts-team
catalog-resource-owner-accounts-team,kind_owner,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,List Resource entities owned by accounts-team
scaffolder-list-templates,fetch_templates,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,What software templates are available in the scaffolder?
scaffolder-list-templates,fetch_templates,custom:answer_correctness,0.4,0.75,FAIL,Max of 2 judges: 0.400,What software templates are available in the scaffolder?
scaffolder-list-templates,fetch_templates,ragas:faithfulness,0.0,0.8,FAIL,Max of 2 judges: 0.000,What software templates are available in the scaffolder?
catalog-component-owner-accounts-team,kind_owner,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty",List Component entities owned by accounts-team
catalog-component-owner-accounts-team,kind_owner,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,List Component entities owned by accounts-team
catalog-component-owner-accounts-team,kind_owner,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,List Component entities owned by accounts-team
catalog-component-tag-payments,kind_tag,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty",Show Component entities tagged with payments
catalog-component-tag-payments,kind_tag,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Show Component entities tagged with payments
catalog-component-tag-payments,kind_tag,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,Show Component entities tagged with payments
catalog-api-tag-payments,kind_tag,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty",Show API entities tagged with payments
catalog-api-tag-payments,kind_tag,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Show API entities tagged with payments
catalog-api-tag-payments,kind_tag,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,Show API entities tagged with payments
catalog-resource-tag-database,kind_tag,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty",Show Resource entities tagged with database
catalog-resource-tag-database,kind_tag,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Show Resource entities tagged with database
catalog-resource-tag-database,kind_tag,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,Show Resource entities tagged with database
scaffolder-template-docs-template,template_by_name,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Get metadata for the software template named docs-template if it exists
scaffolder-template-docs-template,template_by_name,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Get metadata for the software template named docs-template if it exists
scaffolder-template-docs-template,template_by_name,ragas:faithfulness,0.0,0.8,FAIL,Max of 2 judges: 0.000,Get metadata for the software template named docs-template if it exists
negative-resources-no-scaffolder,trap,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty",Do not use the scaffolder. Only query the catalog for Resources.
negative-resources-no-scaffolder,trap,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Do not use the scaffolder. Only query the catalog for Resources.
negative-resources-no-scaffolder,trap,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,Do not use the scaffolder. Only query the catalog for Resources.
negative-no-execute-template,inspect_only,custom:tool_eval,0.0,,FAIL,Max of 2 judges: 0.000,I only want to inspect available templates. Do not create or execute anything.
negative-no-execute-template,inspect_only,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,I only want to inspect available templates. Do not create or execute anything.
negative-no-execute-template,inspect_only,ragas:faithfulness,0.3333333333333333,0.8,FAIL,Max of 2 judges: 0.333,I only want to inspect available templates. Do not create or execute anything.
scaffolder-template-react-ssr-template,template_by_name,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Get metadata for the software template named react-ssr-template if it exists
scaffolder-template-react-ssr-template,template_by_name,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Get metadata for the software template named react-ssr-template if it exists
scaffolder-template-react-ssr-template,template_by_name,ragas:faithfulness,0.6666666666666666,0.8,FAIL,Max of 2 judges: 0.667,Get metadata for the software template named react-ssr-template if it exists
multi-templates-then-actions,templates_then_actions,custom:tool_eval,0.0,,FAIL,Max of 2 judges: 0.000,"List available software templates, then list all installed scaffolder actions"
multi-templates-then-actions,templates_then_actions,custom:answer_correctness,0.2,0.75,FAIL,Max of 2 judges: 0.200,"List available software templates, then list all installed scaffolder actions"
multi-templates-then-actions,templates_then_actions,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,"List available software templates, then list all installed scaffolder actions"
scaffolder-template-mcp-eval-dry-run,template_by_name,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Get metadata for the software template named mcp-eval-dry-run if it exists
scaffolder-template-mcp-eval-dry-run,template_by_name,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Get metadata for the software template named mcp-eval-dry-run if it exists
scaffolder-template-mcp-eval-dry-run,template_by_name,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Get metadata for the software template named mcp-eval-dry-run if it exists
multi-get-payment-initiation-api-then-owner-components,get_then_components,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty","Get the catalog entity named payment-initiation-api, then list Components owned by payments-team"
multi-get-payment-initiation-api-then-owner-components,get_then_components,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,"Get the catalog entity named payment-initiation-api, then list Components owned by payments-team"
multi-get-payment-initiation-api-then-owner-components,get_then_components,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,"Get the catalog entity named payment-initiation-api, then list Components owned by payments-team"
multi-get-standing-orders-api-then-owner-components,get_then_components,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty","Get the catalog entity named standing-orders-api, then list Components owned by payments-team"
multi-get-standing-orders-api-then-owner-components,get_then_components,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,"Get the catalog entity named standing-orders-api, then list Components owned by payments-team"
multi-get-standing-orders-api-then-owner-components,get_then_components,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,"Get the catalog entity named standing-orders-api, then list Components owned by payments-team"
multi-components-then-coverage-security-team,components_then_coverage,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,"List Components owned by security-team, then analyze TechDocs coverage for that same owner"
multi-components-then-coverage-security-team,components_then_coverage,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,"List Components owned by security-team, then analyze TechDocs coverage for that same owner"
multi-components-then-coverage-security-team,components_then_coverage,ragas:faithfulness,0.6,0.8,FAIL,Max of 2 judges: 0.600,"List Components owned by security-team, then analyze TechDocs coverage for that same owner"
catalog-filter-resource-database,filter_kind_type,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Find Resources of type database in the catalog
catalog-filter-resource-database,filter_kind_type,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Find Resources of type database in the catalog
catalog-filter-resource-database,filter_kind_type,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Find Resources of type database in the catalog
catalog-filter-tags-ais,filter_tags,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Show catalog entities tagged with ais
catalog-filter-tags-ais,filter_tags,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Show catalog entities tagged with ais
catalog-filter-tags-ais,filter_tags,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Show catalog entities tagged with ais
negative-owner-not-team-rewrite,owner_exactish,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Find catalog entities owned by payments-team. Use owner payments-team (not a rewritten form like team-payments).
negative-owner-not-team-rewrite,owner_exactish,custom:answer_correctness,0.5,0.75,FAIL,Max of 2 judges: 0.500,Find catalog entities owned by payments-team. Use owner payments-team (not a rewritten form like team-payments).
negative-owner-not-team-rewrite,owner_exactish,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Find catalog entities owned by payments-team. Use owner payments-team (not a rewritten form like team-payments).
catalog-component-tag-consent,kind_tag,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Show Component entities tagged with consent
catalog-component-tag-consent,kind_tag,custom:answer_correctness,0.2,0.75,FAIL,Max of 2 judges: 0.200,Show Component entities tagged with consent
catalog-component-tag-consent,kind_tag,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Show Component entities tagged with consent
techdocs-fetch-resource,fetch_typed,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,List TechDocs for Resource entities only
techdocs-fetch-resource,fetch_typed,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,List TechDocs for Resource entities only
techdocs-fetch-resource,fetch_typed,ragas:faithfulness,0.75,0.8,FAIL,Max of 2 judges: 0.750,List TechDocs for Resource entities only
multi-components-then-coverage-accounts-team,components_then_coverage,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,"List Components owned by accounts-team, then analyze TechDocs coverage for that same owner"
multi-components-then-coverage-accounts-team,components_then_coverage,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,"List Components owned by accounts-team, then analyze TechDocs coverage for that same owner"
